Engine_speed,Vehicle_speed,Absolute_throttle_position,Calculated_LOAD_value,Acc_Longitudinal,Rate Speed,Rate Throttle,RT/RS,VS/ES
670,0,14.5,54.1,0,0,0,0,0
668,0,14.5,53.7,0,0,0,0,0
671,0,14.5,53.7,0,0,0,0,0
670,0,14.5,54.1,0,0,0,0,0
667,0,14.5,53.3,0,0,0,0,0
670,0,14.5,53.3,0,0,0,0,0
668,0,14.5,54.1,0,0,0,0,0
670,0,14.5,53.3,0,0,0,0,0
667,0,14.5,53.7,0,0,0,0,0
669,0,14.5,54.1,0,0,0,0,0
668,0,14.5,54.1,0,0,0,0,0
670,0,14.5,53.7,0,0,0,0,0
670,0,14.5,53.7,0,0,0,0,0
665,0,14.5,53.7,0,0,0,0,0
670,0,14.5,53.7,0.2,0,0,0,0
666,0,18.4,63.5,0.5,0,3.9,0,0
668,0,69.8,92.2,2.3,0,51.4,0,0
672,0,83.9,92.2,1.9,0,14.1,0,0
668,0,83.9,88.2,2.2,0,0,0,0
670,0,83.9,87.8,1.8,0,0,0,0
670,0,83.9,94.1,1.7,0,0,0,0
674,0,84.3,86.3,1.4,0,0.4,0,0
671,0,83.9,91.8,1,0,0.4,0,0
668,0,38.4,58.4,0.5,0,45.5,0,0
663,0,14.1,17.3,-0.4,0,24.3,0,0
1196,0,16.9,37.3,-0.9,0,2.8,0,0
1474,0,16.5,41.6,-1.4,0,0.4,0,0
1298,0,14.5,38.8,-1.6,0,2,0,0
1119,0,14.5,34.9,-1.7,0,0,0,0
995,0,14.5,37.6,-1.3,0,0,0,0
847,0,14.9,39.2,-0.9,0,0.4,0,0
819,0,15.3,38.4,-0.2,0,0.4,0,0
779,0,21.6,68.6,0.5,0,6.3,0,0
1008,6,26.7,81.6,0.8,6,5.1,1.42074928,0.216450216
835,6,25.5,79.2,0.8,0,1.2,0,0.261295591
1103,5,17.3,44.7,0.2,1,8.2,13.70605187,0.164839693
833,10,20.8,62.4,0.4,5,3.5,1.170028818,0.436538252
1163,13,22.4,71,0.6,3,1.6,0.891450528,0.40647229
1182,13,16.5,37.6,0.1,0,5.9,0,0.399938471
949,13,18.4,40.8,0.1,0,1.9,0,0.498132005
1676,12,17.3,37.6,0.1,1,1.1,1.838616715,0.260360165
1654,15,21.2,53.7,0.4,3,3.9,2.172910663,0.329779048
996,8,17.3,36.9,0.1,7,3.9,0.931247427,0.292077401
1312,8,16.9,39.2,-0.1,0,0.4,0,0.22172949
676,0,15.7,36.1,-0.1,8,1.2,0.250720461,0
677,0,17.6,39.6,-0.1,0,1.9,0,0
676,0,36.1,84.7,0.8,0,18.5,0,0
671,0,52.2,85.5,0.8,0,16.1,0,0
671,0,55.3,90.2,0.7,0,3.1,0,0
668,0,83.5,95.3,0.7,0,28.2,0,0
671,0,67.5,88.2,1.1,0,16,0,0
667,0,16.9,25.1,0,0,50.6,0,0
669,0,16.9,28.2,-0.8,0,0,0,0
672,0,16.1,29,-2.7,0,0.8,0,0
670,0,14.9,32.2,-2.6,0,1.2,0,0
669,0,14.5,37.3,-1.1,0,0.4,0,0
670,0,14.9,38,-0.2,0,0.4,0,0
671,0,14.5,35.7,-0.2,0,0.4,0,0
671,0,14.5,37.3,-0.3,0,0,0,0
669,0,14.9,42.4,-1,0,0.4,0,0
670,0,15.3,51.8,-1,0,0.4,0,0
669,0,14.9,52.5,-0.6,0,0.4,0,0
669,0,14.5,46.3,-0.4,0,0.4,0,0
670,0,14.9,50.6,0,0,0.4,0,0
669,0,14.9,50.2,0,0,0,0,0
668,0,14.9,50.6,-0.2,0,0,0,0
668,0,14.9,54.1,-0.5,0,0,0,0
668,0,14.9,55.3,-0.3,0,0,0,0
670,0,14.5,53.7,-0.3,0,0.4,0,0
669,0,14.5,54.5,0,0,0,0,0
671,0,14.5,54.5,0,0,0,0,0
667,0,14.5,54.1,0,0,0,0,0
669,0,14.5,53.7,0,0,0,0,0
670,0,14.5,53.7,0,0,0,0,0
671,0,14.5,54.1,0,0,0,0,0
669,0,14.5,53.7,0,0,0,0,0
671,0,14.5,54.1,0,0,0,0,0
674,0,14.5,54.5,0,0,0,0,0
670,0,14.5,54.5,0,0,0,0,0
661,0,14.5,54.5,0,0,0,0,0
660,0,14.5,54.5,0,0,0,0,0
665,0,14.5,54.1,0,0,0,0,0
668,0,14.5,54.5,0,0,0,0,0
688,0,14.5,54.5,0,0,0,0,0
717,0,14.5,54.1,0,0,0,0,0
685,0,14.5,54.9,0,0,0,0,0
662,0,14.5,54.5,0,0,0,0,0
664,0,14.5,54.1,0,0,0,0,0
655,0,14.5,54.5,0,0,0,0,0
654,0,14.5,54.5,0.2,0,0,0,0
655,0,14.5,53.3,0.3,0,0,0,0
657,0,19.2,66.7,1.2,0,4.7,0,0
663,0,20.4,62.7,1.3,0,1.2,0,0
664,0,23.1,66.3,1.3,0,2.7,0,0
670,0,24.7,66.3,1.2,0,1.6,0,0
668,0,24.7,69.8,1,0,0,0,0
671,0,24.7,66.7,1,0,0,0,0
674,0,18.4,37.6,0.3,0,6.3,0,0
674,0,22.4,62.7,0.4,0,4,0,0
674,0,28.6,83.9,0.7,0,6.2,0,0
675,0,19.6,49.8,0.2,0,9,0,0
671,0,20.4,51,0.4,0,0.8,0,0
669,0,29.4,70.2,0.4,0,9,0,0
669,0,78.8,90.6,0.8,0,49.4,0,0
670,0,83.9,91.4,0.7,0,5.1,0,0
672,0,84.3,93.3,0.8,0,0.4,0,0
672,0,47.5,70.2,0.7,0,36.8,0,0
669,0,17.3,31.4,-0.1,0,30.2,0,0
666,0,16.5,30.2,-0.2,0,0.8,0,0
668,0,16.1,28.6,-0.4,0,0.4,0,0
668,0,14.5,23.1,-0.8,0,1.6,0,0
667,0,16.5,29.4,-0.2,0,2,0,0
670,0,16.9,34.1,-0.1,0,0.4,0,0
670,0,16.1,32.2,-0.1,0,0.8,0,0
671,0,16.9,35.3,-0.2,0,0.8,0,0
673,0,56.5,89.4,0.6,0,39.6,0,0
672,0,83.9,96.1,1.1,0,27.4,0,0
670,0,84.3,96.5,1.2,0,0.4,0,0
670,0,56.5,85.1,1,0,27.8,0,0
670,0,21.2,48.2,0.4,0,35.3,0,0
671,0,15.7,26.3,-0.1,0,5.5,0,0
675,0,16.5,32.2,-0.1,0,0.8,0,0
675,0,28.6,76.1,0.2,0,12.1,0,0
680,0,77.3,94.9,0.5,0,48.7,0,0
680,0,83.9,96.5,0.8,0,6.6,0,0
676,0,83.9,96.5,0.8,0,0,0,0
677,0,83.9,96.5,0.9,0,0,0,0
674,0,81.2,95.3,0.9,0,2.7,0,0
672,0,30.2,70.2,0.6,0,51,0,0
668,0,22.7,53.7,0.3,0,7.5,0,0
672,0,29,75.7,0.5,0,6.3,0,0
669,0,21.2,43.5,0.2,0,7.8,0,0
670,0,25.1,60.8,0.3,0,3.9,0,0
670,0,67.5,94.1,0.8,0,42.4,0,0
671,0,83.9,96.1,0.8,0,16.4,0,0
667,0,39.6,75.3,0.7,0,44.3,0,0
669,0,19.2,36.9,0.1,0,20.4,0,0
670,0,27.5,71,0.5,0,8.3,0,0
669,0,62,92.5,0.7,0,34.5,0,0
667,0,76.9,92.9,0.8,0,14.9,0,0
668,0,23.1,56.9,0.4,0,53.8,0,0
667,0,15.7,22,-0.2,0,7.4,0,0
672,0,14.5,16.5,-0.4,0,1.2,0,0
670,0,16.5,26.7,-0.4,0,2,0,0
670,0,26.3,67.5,0.5,0,9.8,0,0
669,0,66.3,93.3,0.7,0,40,0,0
668,0,83.9,95.7,0.7,0,17.6,0,0
671,0,83.9,96.1,0.8,0,0,0,0
675,0,43.9,81.2,0.6,0,40,0,0
675,0,19.6,38,0.1,0,24.3,0,0
720,0,15.7,23.1,-0.1,0,3.9,0,0
886,13,18.4,38.8,-0.1,13,2.7,0.347151408,0.533552227
971,13,22.4,60,0.2,0,4,0,0.486845801
920,13,22.7,62.4,0.2,0,0.3,0,0.513833992
1128,13,34.5,78.8,0.3,0,11.8,0,0.419084462
1341,18,42.4,88.6,0.4,5,7.9,2.64092219,0.488102502
1750,26,27.5,77.3,0.3,8,14.9,3.113112392,0.54025974
1750,35,63.9,91.8,0.2,9,36.4,6.760166507,0.727272727
1923,40,83.9,94.1,0.9,5,20,6.685878963,0.756393892
1913,40,84.3,94.5,0.9,0,0.4,0,0.760347859
1907,40,83.9,94.5,0.8,0,0.4,0,0.762740144
1965,40,83.9,94.5,0.9,0,0,0,0.740226694
1512,45,83.9,93.7,0.9,5,0,0,1.082251082
1917,56,77.3,86.3,0.6,11,6.6,1.002881844,1.062265851
678,0,53.3,72.2,0.2,56,24,0.716344175,0
676,0,15.3,18.8,-0.4,0,38,0,0
678,0,16.9,27.5,-0.3,0,1.6,0,0
676,0,16.5,26.7,-0.3,0,0.4,0,0
671,0,15.3,23.1,-0.4,0,1.2,0,0
673,0,24.7,67.5,0,0,9.4,0,0
669,0,58.8,90.2,0.2,0,34.1,0,0
666,0,68.2,92.5,0.2,0,9.4,0,0
669,0,21.6,49.8,-0.1,0,46.6,0,0
672,0,20,45.9,-0.2,0,1.6,0,0
665,0,23.1,64.7,0,0,3.1,0,0
673,0,16.9,34.1,-0.3,0,6.2,0,0
667,0,23.1,63.1,0,0,6.2,0,0
668,0,26.7,76.5,0.1,0,3.6,0,0
664,0,25.5,73.3,0.1,0,1.2,0,0
670,0,14.9,26.7,-0.3,0,10.6,0,0
667,0,18,32.5,-0.3,0,3.1,0,0
666,0,24.3,68.2,0.1,0,6.3,0,0
666,0,25.9,75.7,0.1,0,1.6,0,0
667,0,15.7,31.4,-0.2,0,10.2,0,0
670,0,14.5,16.9,-0.5,0,1.2,0,0
671,0,15.7,23.9,-0.4,0,1.2,0,0
668,0,15.7,25.9,-0.3,0,0,0,0
663,0,16.9,30.6,-0.2,0,1.2,0,0
666,0,21.2,59.6,0,0,4.3,0,0
665,0,20.4,61.6,0,0,0.8,0,0
669,0,19.2,46.7,-0.1,0,1.2,0,0
670,0,45.5,85.5,0.2,0,26.3,0,0
671,0,83.5,93.3,0.2,0,38,0,0
671,0,83.9,93.3,0.2,0,0.4,0,0
666,0,83.9,93.3,0.2,0,0,0,0
669,0,83.9,93.3,0.2,0,0,0,0
667,0,82.7,93.3,0.2,0,1.2,0,0
666,0,78,93.7,0.2,0,4.7,0,0
666,0,83.9,92.9,0.1,0,5.9,0,0
668,0,83.9,93.3,0.3,0,0,0,0
672,0,69.4,91.8,0.4,0,14.5,0,0
670,0,22,48.2,0,0,47.4,0,0
668,0,23.5,57.6,0,0,1.5,0,0
667,0,27.5,63.5,0,0,4,0,0
666,0,26.7,54.5,0.3,0,0.8,0,0
674,0,26.3,50.2,0,0,0.4,0,0
798,0,25.5,40.4,0.1,0,0.8,0,0
674,0,25.1,38.8,0.1,0,0.4,0,0
676,0,24.7,37.3,0.1,0,0.4,0,0
674,0,23.5,33.3,-0.1,0,1.2,0,0
673,0,25.1,41.6,0,0,1.6,0,0
668,0,70.2,95.3,0.9,0,45.1,0,0
670,0,83.9,96.1,1.3,0,13.7,0,0
669,0,83.1,95.7,1.1,0,0.8,0,0
667,0,24.7,20.8,-0.4,0,58.4,0,0
668,0,22.7,27.5,-0.9,0,2,0,0
664,0,22.7,28.6,-0.9,0,0,0,0
665,0,22.4,28.6,-0.6,0,0.3,0,0
667,0,20.4,31.4,-0.6,0,2,0,0
669,0,17.6,33.3,-0.6,0,2.8,0,0
669,0,17.3,32.9,-0.5,0,0.3,0,0
672,0,18.8,42.7,-0.2,0,1.5,0,0
667,0,21.2,60.4,0.1,0,2.4,0,0
672,0,13.7,18,-0.4,0,7.5,0,0
670,0,14.9,21.2,-0.5,0,1.2,0,0
670,0,15.7,26.3,-0.3,0,0.8,0,0
664,0,20,52.2,0,0,4.3,0,0
669,0,23.5,73.3,0.1,0,3.5,0,0
663,0,16.5,36.5,-0.1,0,7,0,0
673,0,20.4,56.5,0,0,3.9,0,0
673,0,17.3,45.5,-0.1,0,3.1,0,0
667,0,14.9,23.1,-0.3,0,2.4,0,0
668,0,15.3,26.7,-0.3,0,0.4,0,0
666,0,18.8,47.1,-0.1,0,3.5,0,0
666,0,21.6,67.5,0.1,0,2.8,0,0
671,0,23.5,74.9,0.1,0,1.9,0,0
671,0,29.4,87.1,0.2,0,5.9,0,0
669,0,25.5,80.4,0.2,0,3.9,0,0
676,0,23.1,74.9,0.1,0,2.4,0,0
674,0,18.4,52.2,0,0,4.7,0,0
671,0,25.1,72.5,0.1,0,6.7,0,0
711,0,65.1,93.3,0.2,0,40,0,0
989,0,23.9,74.5,0.2,0,41.2,0,0
1628,32,25.5,78,0.2,32,1.6,0.083573487,0.714764351
1715,32,68.6,91.8,0.2,0,43.1,0,0.678505168
1604,44,83.9,93.3,0.4,12,15.3,2.131123919,0.997506234
2426,44,83.9,91,0.4,0,0,0,0.659521847
2411,46,83.9,90.2,0.4,2,0,0,0.693789827
2297,46,83.9,90.2,0.5,0,0,0,0.728222583
2245,46,83.9,92.2,0.5,0,0,0,0.745090099
1788,67,83.9,94.5,0.4,21,0,0,1.362619483
2079,56,83.9,88.2,0.7,11,0,0,0.979491889
1959,56,58.8,90.6,0.4,0,25.1,0,1.039491392
2045,59,23.9,54.5,0.1,3,34.9,19.44476465,1.049122027
2148,62,30.2,71.4,0.1,3,6.3,3.510086455,1.049602167
2151,62,79.2,94.1,0.3,0,49,0,1.048138287
1833,64,83.9,94.1,0.4,2,4.7,3.92795389,1.269652333
1736,64,79.2,93.3,0.4,0,4.7,0,1.340594889
1723,64,25.5,65.9,0.2,0,53.7,0,1.35070965
1720,64,22,51.8,0.1,0,3.5,0,1.353065539
2601,68,20.4,44.3,0,4,1.6,0.668587896,0.950683304
2617,68,24.3,63.9,0.2,0,3.9,0,0.944870949
2124,61,24.3,63.1,0.2,7,0,0,1.044341722
1923,66,37.3,82.7,0.3,5,13,4.345821326,1.248049922
1922,70,81.2,94.5,0.4,4,43.9,18.3443804,1.324378015
1882,69,83.9,94.9,0.4,1,2.7,4.5129683,1.333204521
1987,73,83.9,94.9,0.4,4,0,0,1.335956444
1954,73,83.9,94.9,0.4,0,0,0,1.358518656
1908,73,72.9,94.5,0.4,0,11,0,1.391271203
1919,72,72.5,94.5,0.4,1,0.4,0.668587896,1.364346961
1965,72,83.9,94.5,0.4,0,11.4,0,1.33240805
1948,72,83.9,94.9,0.4,0,0,0,1.344035841
1933,72,83.9,96.1,0.5,0,0,0,1.354465503
1921,73,68.2,92.5,0.4,1,15.7,26.24207493,1.381856041
2046,77,21.6,49,0.1,4,46.6,19.47262248,1.368523949
2067,77,15.7,23.5,-0.3,0,5.9,0,1.354620223
2077,79,25.9,67.5,0.2,2,10.2,8.524495677,1.383113757
1710,65,50.6,90.2,0.3,14,24.7,2.948950185,1.382243488
1701,65,83.5,94.9,0.4,0,32.9,0,1.389556945
1794,65,83.9,96.1,0.5,0,0.4,0,1.317523057
2024,76,83.9,96.1,0.5,11,0,0,1.365432986
2014,76,83.9,95.7,0.3,0,0,0,1.372212693
2005,76,83.9,94.5,1,0,0,0,1.378372251
1762,66,83.9,94.9,1,10,0,0,1.362088536
1780,66,83.9,94.9,0.9,0,0,0,1.348314607
1877,71,39.6,51.8,0.3,5,44.3,14.8092219,1.375502494
1866,71,16.1,20.4,-0.3,0,23.5,0,1.38361103
1840,70,16.9,24.3,-0.3,1,0.8,1.337175793,1.383399209
1814,69,17.6,29.8,-0.3,1,0.7,1.170028818,1.383181317
1782,68,18.4,37.3,-0.1,1,0.8,1.337175793,1.387613509
1663,62,19.6,42.4,-0.1,6,1.2,0.334293948,1.355709834
1664,62,26.3,72.9,0.2,0,6.7,0,1.354895105
1682,62,55.3,87.8,0.4,0,29,0,1.340395633
1691,62,25.5,71.8,0.3,0,29.8,0,1.333261653
1661,62,24.7,69,0.2,0,0.8,0,1.357342236
1657,62,60,87.8,0.4,0,35.3,0,1.360618862
1653,62,83.9,89.4,0.4,0,23.9,0,1.363911346
1646,62,83.9,89.8,0.4,0,0,0,1.369711698
1619,61,83.9,90.2,0.4,1,0,0,1.370093773
2071,55,83.9,90.6,0.4,6,0,0,0.965717045
1887,55,74.9,90.6,0.4,0,9,0,1.059883413
1923,57,83.9,91.4,0.4,2,9,7.521613833,1.077861296
1904,55,83.9,93.7,0.4,2,0,0,1.050420168
1951,57,73.7,94.1,0.4,2,10.2,8.524495677,1.062392246
1951,57,50.2,91.4,0.3,0,23.5,0,1.062392246
1967,57,56.1,93.3,0.3,0,5.9,0,1.05375052
2016,59,67.8,91,0.3,2,11.7,9.778097983,1.064213564
2027,59,16.1,26.7,-0.2,0,51.7,0,1.058438355
2038,59,14.5,18.8,-0.3,0,1.6,0,1.052725488
2049,59,13.3,17.3,-0.5,0,1.2,0,1.047073961
2184,64,13.7,20.8,-0.4,5,0.4,0.133717579,1.065601066
2163,63,13.7,20,-0.4,1,0,0,1.05913504
1927,56,14.5,25.1,-0.3,7,0.8,0.191025113,1.056753314
1929,56,13.7,18.8,-0.6,0,0.8,0,1.055657665
1928,56,14.1,21.2,-0.4,0,0.4,0,1.056205206
1934,56,14.1,24.3,-0.4,0,0,0,1.052928457
1943,56,25.1,67.1,0,0,11,0,1.04805128
1975,57,72.5,93.7,0.3,1,47.4,79.22766571,1.049482163
1985,57,83.9,96.1,0.5,0,11.4,0,1.0441951
2005,58,83.9,96.1,0.5,1,0,0,1.051915665
2014,58,83.9,96.5,0.5,0,0,0,1.04721495
1860,54,83.9,96.9,0.5,4,0,0,1.055718475
1878,54,83.9,96.5,0.5,0,0,0,1.045599768
1788,66,83.9,96.1,0.5,12,0,0,1.342281879
1760,66,83.9,95.3,0.4,0,0,0,1.363636364
1753,66,83.9,94.9,1,0,0,0,1.369081574
1780,65,83.9,95.3,1,1,0,0,1.327885598
1714,66,83.1,93.3,0.7,1,0.8,1.337175793,1.400233372
1739,66,83.9,94.5,0.5,0,0.8,0,1.380103508
1714,65,84.3,94.5,0.4,1,0.4,0.668587896,1.379017715
1716,64,83.9,94.1,0.4,1,0.4,0.668587896,1.356219538
1712,64,59.6,84.7,0.3,0,24.3,0,1.359388275
1706,64,30.6,80,0.1,0,29,0,1.364169242
1723,64,39.6,90.2,0.1,0,9,0,1.35070965
1725,65,45.9,92.9,0.2,1,6.3,10.53025937,1.370223979
1734,65,47.8,92.5,0.2,0,1.9,0,1.36311209
1743,65,41.6,89.8,0.1,0,6.2,0,1.356073645
1733,65,20,41.6,-0.1,0,21.6,0,1.363898652
1685,65,15.3,19.6,-0.4,0,4.7,0,1.402751551
1640,58,15.3,16.1,-0.5,7,0,0,1.286031042
1773,58,17.3,25.9,-0.5,0,2,0,1.18956058
1662,62,17.3,27.8,-0.5,4,0,0,1.356525544
1656,62,16.9,27.5,-0.5,0,0.4,0,1.361440492
1651,62,14.9,16.9,-0.4,0,2,0,1.36556357
1649,62,15.3,17.3,-0.3,0,0.4,0,1.367219803
1931,55,16.9,25.1,-0.3,7,1.6,0.382050226,1.035732781
1915,55,21.2,50.2,0,0,4.3,0,1.044386423
1921,55,23.1,60.4,0.1,0,1.9,0,1.041124414
2036,58,23.5,60.8,0.1,3,0.4,0.222862632,1.035899268
2174,63,23.5,61.6,0.1,5,0,0,1.053776031
2167,63,22.7,58.4,0,0,0.8,0,1.057180014
2161,63,22.7,56.9,0,0,0,0,1.060115267
2022,59,23.5,60.8,0.1,4,0.8,0.334293948,1.06105566
2021,59,23.9,61.6,0.1,0,0.4,0,1.061580676
2050,59,23.9,61.6,0.1,0,0,0,1.046563193
1855,66,25.1,65.9,0.1,7,1.2,0.28653767,1.293800539
1795,66,25.5,67.5,0.1,0,0.4,0,1.337047354
1750,66,25.5,68.2,0.1,0,0,0,1.371428571
1756,66,22.4,54.9,0,0,3.1,0,1.366742597
1757,66,20.4,43.5,-0.1,0,2,0,1.365964713
1764,66,18,30.6,-0.2,0,2.4,0,1.360544218
1774,66,17.3,26.7,-0.3,0,0.7,0,1.352874859
1750,66,16.9,26.3,-0.3,0,0.4,0,1.371428571
1737,66,16.5,23.5,-0.3,0,0.4,0,1.381692573
1766,66,18.8,36.9,-0.2,0,2.3,0,1.359003398
1794,67,18,32.5,-0.2,1,0.8,1.337175793,1.358062228
1674,63,15.3,20.8,-0.3,4,2.7,1.128242075,1.368523949
1675,63,14.9,16.5,-0.5,0,0.4,0,1.36770692
1685,63,16.9,27.5,-0.5,0,2,0,1.359589965
1694,63,16.9,27.8,-0.5,0,0,0,1.352366642
1857,69,16.9,26.7,-0.5,6,0,0,1.351152886
1993,75,16.9,25.9,-0.5,6,0,0,1.368425854
1819,68,16.5,25.9,-0.5,7,0.4,0.095512557,1.359388275
1820,68,16.5,25.9,-0.5,0,0,0,1.358641359
1824,68,16.5,25.5,-0.4,0,0,0,1.355661882
1786,68,15.3,21.6,-0.3,0,1.2,0,1.384505752
1697,64,15.7,20.8,-0.2,4,0.4,0.167146974,1.371404082
1725,64,18.4,36.5,-0.1,0,2.7,0,1.34914361
666,0,21.6,55.7,0.1,64,3.2,0.083573487,0
664,0,22.4,60,0.1,0,0.8,0,0
666,0,19.6,46.7,0,0,2.8,0,0
663,0,21.6,56.9,0.1,0,2,0,0
663,0,16.5,31,-0.1,0,5.1,0,0
681,0,16.1,25.1,-0.2,0,0.4,0,0
732,0,16.1,26.3,-0.2,0,0,0,0
1167,14,18,36.1,-0.2,14,1.9,0.226842322,0.436238997
800,4,20.4,51.4,0,10,2.4,0.401152738,0.181818182
933,5,16.5,32.5,-0.2,1,3.9,6.518731988,0.194874793
1163,19,14.9,20.8,-0.3,14,1.6,0.191025113,0.594074885
1221,19,14.1,12.9,-0.5,0,0.8,0,0.565855111
1197,19,17.3,26.3,-0.3,0,3.2,0,0.577200577
916,14,19.6,45.5,0,5,2.3,0.768876081,0.555776102
907,14,17.3,34.9,-0.2,0,2.3,0,0.561290969
1366,20,14.1,13.7,-0.4,6,3.2,0.891450528,0.532410488
1401,20,16.5,23.1,-0.4,0,2.4,0,0.519109727
671,0,16.5,25.9,-0.5,20,0,0,0
667,0,16.5,25.9,-0.4,0,0,0,0
666,0,16.5,25.9,-0.4,0,0,0,0
667,0,16.5,27.5,-0.4,0,0,0,0
670,0,16.5,27.5,-0.4,0,0,0,0
669,0,16.5,25.5,-0.4,0,0,0,0
668,0,16.5,25.5,-0.6,0,0,0,0
667,0,16.1,25.1,-0.6,0,0.4,0,0
669,0,16.1,24.7,-0.6,0,0,0,0
668,0,16.1,24.7,-0.5,0,0,0,0
699,0,15.7,23.1,-0.4,0,0.4,0,0
809,4,16.5,25.9,-0.2,4,0.8,0.334293948,0.179795483
854,10,20.8,51,0,6,4.3,1.197886647,0.425803704
1091,10,19.6,47.1,0,0,1.2,0,0.333305558
1282,23,18.4,41.2,-0.1,13,1.2,0.154289515,0.652389732
1361,25,19.6,45.5,0,2,1.2,1.002881844,0.667958052
1167,21,18.8,43.9,0,4,0.8,0.334293948,0.654358495
1168,21,14.1,15.3,-0.4,0,4.7,0,0.653798257
1173,21,15.7,19.2,-0.4,0,1.6,0,0.651011393
1176,21,16.5,25.9,-0.5,0,0.8,0,0.649350649
836,5,16.5,25.5,-0.4,16,0,0,0.217485863
832,5,16.5,25.5,-0.4,0,0,0,0.218531469
834,5,15.7,21.2,-0.3,0,0.8,0,0.218007412
860,5,18.4,35.7,-0.1,0,2.7,0,0.21141649
662,0,15.7,23.1,-0.2,5,2.7,0.90259366,0
662,0,18,34.1,-0.2,0,2.3,0,0
660,0,19.6,45.5,0,0,1.6,0,0
664,0,19.6,45.9,0,0,0,0,0
666,0,19.2,42,-0.1,0,0.4,0,0
670,0,16.5,29.8,-0.2,0,2.7,0,0
668,0,14.1,14.5,-0.4,0,2.4,0,0
669,0,15.7,17.6,-0.5,0,1.6,0,0
668,0,16.9,25.9,-0.4,0,1.2,0,0
691,0,15.3,18.8,-0.3,0,1.6,0,0
740,0,15.7,19.2,-0.3,0,0.4,0,0
758,4,15.7,20,-0.3,4,0,0,0.19189254
670,0,15.7,20,-0.3,4,0,0,0
667,0,14.5,14.1,-0.4,0,1.2,0,0
667,0,15.3,16.5,-0.4,0,0.8,0,0
668,0,14.9,16.5,-0.3,0,0.4,0,0
669,0,14.1,13.3,-0.4,0,0.8,0,0
672,0,16.1,21.6,-0.5,0,2,0,0
670,0,16.9,28.2,-0.4,0,0.8,0,0
671,0,16.9,28.6,-0.4,0,0,0,0
671,0,16.9,27.1,-0.5,0,0,0,0
670,0,16.9,26.7,-0.5,0,0,0,0
668,0,16.1,23.1,-0.4,0,0.8,0,0
674,0,16.9,26.3,-0.2,0,0.8,0,0
669,0,17.6,31,-0.2,0,0.7,0,0
672,0,20.4,48.2,0,0,2.8,0,0
669,0,17.3,32.5,-0.1,0,3.1,0,0
667,0,17.6,30.6,-0.2,0,0.3,0,0
668,0,18,36.1,-0.1,0,0.4,0,0
665,0,18.8,40.8,-0.1,0,0.8,0,0
681,0,19.2,43.9,0,0,0.4,0,0
732,0,19.2,44.3,0,0,0,0,0
1872,38,19.2,44.7,0,38,0,0,0.738150738
1908,40,19.6,47.5,0,2,0.4,0.334293948,0.762340385
1924,40,20,48.6,0,0,0.4,0,0.756000756
1883,40,20,49.4,0,0,0,0,0.772461739
1880,39,22.7,60.8,0.1,1,2.7,4.5129683,0.754352031
1822,39,65.1,90.6,0.3,0,42.4,0,0.778365433
666,0,83.9,92.2,0.3,39,18.8,0.805734131,0
667,0,83.9,91.4,0.3,0,0,0,0
669,0,78.4,91.4,0.3,0,5.5,0,0
671,0,30.2,75.7,0.2,0,48.2,0,0
673,0,15.7,27.8,-0.2,0,14.5,0,0
718,0,14.1,13.7,-0.4,0,1.6,0,0
1482,30,16.1,23.9,-0.4,30,2,0.111431316,0.736105999
1906,42,16.1,24.7,-0.4,12,0,0,0.801297339
1840,52,15.7,24.3,-0.5,10,0.4,0.06685879,1.027667984
1862,52,15.3,23.5,-0.8,0,0.4,0,1.015525828
1717,52,15.3,23.1,-0.4,0,0,0,1.101286599
796,4,14.9,23.9,-0.4,48,0.4,0.013928915,0.182731841
978,4,17.3,33.3,-0.1,0,2.4,0,0.148726529
838,9,18.8,48.6,0,5,1.5,0.501440922,0.390540247
981,9,14.9,25.5,-0.2,0,3.9,0,0.333611343
842,9,20,51,0,0,5.1,0,0.388684949
1464,8,23.1,71.4,0.1,1,3.1,5.181556196,0.198708395
883,10,29.4,84.7,0.2,2,6.3,5.265129683,0.411819211
820,6,73.3,91.8,0.3,4,43.9,18.3443804,0.266075388
672,0,83.9,93.7,0.3,6,10.6,2.952929875,0
667,0,83.9,94.5,0.5,0,0,0,0
665,0,64.3,91.4,0.4,0,19.6,0,0
657,0,23.9,64.7,0.2,0,40.4,0,0
658,0,19.2,48.2,0,0,4.7,0,0
1332,0,20.4,52.9,0,0,1.2,0,0
1005,0,21.6,62.4,0.1,0,1.2,0,0
761,0,21.2,61.6,0.1,0,0.4,0,0
695,0,15.7,28.6,-0.2,0,5.5,0,0
720,0,15.3,24.7,-0.3,0,0.4,0,0
747,0,20.8,52.5,0,0,5.5,0,0
676,0,20,54.5,0,0,0.8,0,0
658,0,15.3,25.1,-0.3,0,4.7,0,0
642,0,15.7,23.5,-0.3,0,0.4,0,0
633,0,20,50.6,0,0,4.3,0,0
649,0,13.7,17.6,-0.4,0,6.3,0,0
667,0,15.7,21.2,-0.6,0,2,0,0
668,0,15.3,23.9,-1.2,0,0.4,0,0
656,0,15.3,23.5,-0.8,0,0,0,0
657,0,14.9,22,-0.4,0,0.4,0,0
662,0,15.7,26.7,-0.2,0,0.8,0,0
667,0,13.7,16.5,-0.4,0,2,0,0
669,0,15.3,22,-0.3,0,1.6,0,0
672,0,18,39.6,-0.2,0,2.7,0,0
672,0,21.2,62.4,0,0,3.2,0,0
